Product ID,Product Name,Category,Warehouse,Location,Quantity,Price,Supplier,Status,Last Restocked,Inventory Value,Stock Score
1698,Gadget X,Clothing,Warehouse 1,Aisle 3,100.0,29.99,Supplier D,Out of Stock,15-01-2023,2999.0,0.0
1242,Widget C,Toys,Warehouse 1,Aisle 5,50.0,29.99,Supplier B,In Stock,Not Available,1499.5,1.0
1085,Widget B,Clothing,Warehouse 2,Aisle 5,150.0,29.99,Supplier D,In Stock,20-12-2022,4498.5,1.0
1795,Widget A,Furniture,Warehouse 3,Aisle 5,50.0,49.99,Supplier B,Low Stock,20-12-2022,2499.5,0.5
1577,Gadget Y,Furniture,Warehouse 2,Aisle 2,150.0,19.99,Supplier B,Out of Stock,Not Available,2998.4999999999995,0.0
1681,Gadget Z,Clothing,Warehouse 3,Aisle 5,150.0,49.99,Supplier B,In Stock,20-12-2022,7498.5,1.0
1556,Gadget X,Clothing,Warehouse 1,Aisle 3,50.0,49.99,Supplier C,Out of Stock,25-04-2023,2499.5,0.0
1573,Widget B,Electronics,Warehouse 2,Aisle 3,200.0,29.99,Supplier A,Out of Stock,Not Available,5998.0,0.0
1952,Widget B,Furniture,Warehouse 2,Aisle 2,150.0,29.99,Supplier B,Out of Stock,20-12-2022,4498.5,0.0
1645,Widget C,Clothing,Warehouse 1,Aisle 2,100.0,49.99,Supplier C,Low Stock,15-01-2023,4999.0,0.5
1795,Widget C,Clothing,Warehouse 1,Aisle 5,300.0,29.99,Supplier B,In Stock,15-01-2023,8997.0,1.0
1027,Gadget Y,Furniture,Warehouse 1,Aisle 4,150.0,9.99,Supplier A,Low Stock,25-04-2023,1498.5,0.5
1619,Gadget Z,Clothing,Warehouse 2,Aisle 2,100.0,29.99,Supplier B,In Stock,Not Available,2999.0,1.0
1555,Gadget Y,Electronics,Warehouse 3,Aisle 1,100.0,19.99,Supplier C,In Stock,20-12-2022,1998.9999999999998,1.0
1339,Widget A,Furniture,Warehouse 2,Aisle 3,150.0,19.99,Supplier A,Low Stock,20-12-2022,2998.4999999999995,0.5
1797,Widget A,Electronics,Warehouse 3,Aisle 1,100.0,49.99,Supplier C,Out of Stock,15-01-2023,4999.0,0.0
1957,Gadget Y,Electronics,Warehouse 2,Aisle 3,300.0,29.99,Supplier A,Out of Stock,25-04-2023,8997.0,0.0
1330,Gadget Z,Electronics,Warehouse 2,Aisle 3,100.0,49.99,Supplier A,In Stock,15-01-2023,4999.0,1.0
1639,Gadget Y,Electronics,Warehouse 1,Aisle 2,50.0,29.99,Supplier D,Low Stock,15-01-2023,1499.5,0.5
1505,Gadget Z,Furniture,Warehouse 3,Aisle 2,150.0,19.99,Supplier D,Out of Stock,25-04-2023,2998.4999999999995,0.0
1347,Gadget Z,Electronics,Warehouse 2,Aisle 1,50.0,49.99,Supplier D,Out of Stock,Not Available,2499.5,0.0
1472,Gadget X,Electronics,Warehouse 2,Aisle 3,300.0,29.99,Supplier A,In Stock,20-12-2022,8997.0,1.0
1230,Gadget Z,Clothing,Warehouse 1,Aisle 1,100.0,49.99,Supplier B,In Stock,Not Available,4999.0,1.0
1189,Widget C,Furniture,Warehouse 1,Aisle 4,300.0,29.99,Supplier C,Low Stock,05-03-2023,8997.0,0.5
1224,Gadget Z,Furniture,Warehouse 3,Aisle 1,150.0,29.99,Supplier C,In Stock,05-03-2023,4498.5,1.0
1384,Gadget Z,Toys,Warehouse 2,Aisle 5,50.0,29.99,Supplier C,Out of Stock,05-03-2023,1499.5,0.0
1376,Gadget Z,Furniture,Warehouse 3,Aisle 1,50.0,29.99,Supplier D,Out of Stock,25-04-2023,1499.5,0.0
1282,Widget A,Furniture,Warehouse 2,Aisle 5,200.0,9.99,Supplier A,Out of Stock,15-01-2023,1998.0,0.0
1957,Widget C,Toys,Warehouse 3,Aisle 5,100.0,29.99,Supplier D,Out of Stock,Not Available,2999.0,0.0
1632,Widget C,Furniture,Warehouse 1,Aisle 5,150.0,29.99,Supplier B,Low Stock,20-12-2022,4498.5,0.5
1627,Gadget Y,Furniture,Warehouse 2,Aisle 4,50.0,29.99,Supplier A,Low Stock,05-03-2023,1499.5,0.5
1972,Gadget X,Furniture,Warehouse 3,Aisle 1,50.0,9.99,Supplier C,In Stock,Not Available,499.5,1.0
1744,Gadget Z,Furniture,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,In Stock,05-03-2023,4498.5,1.0
1258,Widget B,Toys,Warehouse 1,Aisle 4,300.0,9.99,Supplier D,In Stock,05-03-2023,2997.0,1.0
1358,Gadget X,Furniture,Warehouse 3,Aisle 3,300.0,29.99,Supplier B,Low Stock,20-12-2022,8997.0,0.5
1709,Gadget X,Furniture,Warehouse 2,Aisle 2,100.0,19.99,Supplier B,Out of Stock,25-04-2023,1998.9999999999998,0.0
1455,Widget C,Toys,Warehouse 2,Aisle 1,200.0,19.99,Supplier D,In Stock,15-01-2023,3997.9999999999995,1.0
1410,Gadget X,Clothing,Warehouse 1,Aisle 2,50.0,49.99,Supplier B,Out of Stock,25-04-2023,2499.5,0.0
1648,Gadget Z,Electronics,Warehouse 2,Aisle 4,200.0,29.99,Supplier C,In Stock,Not Available,5998.0,1.0
1317,Gadget Z,Clothing,Warehouse 2,Aisle 3,300.0,29.99,Supplier B,In Stock,25-04-2023,8997.0,1.0
1676,Widget A,Toys,Warehouse 2,Aisle 3,300.0,49.99,Supplier B,In Stock,Not Available,14997.0,1.0
1224,Gadget Z,Electronics,Warehouse 1,Aisle 3,150.0,19.99,Supplier D,In Stock,Not Available,2998.4999999999995,1.0
1818,Gadget Z,Toys,Warehouse 3,Aisle 4,100.0,29.99,Supplier D,In Stock,15-01-2023,2999.0,1.0
1233,Widget C,Toys,Warehouse 2,Aisle 5,150.0,49.99,Supplier A,Out of Stock,20-12-2022,7498.5,0.0
1683,Gadget Z,Furniture,Warehouse 1,Aisle 5,150.0,29.99,Supplier A,In Stock,15-01-2023,4498.5,1.0
1663,Widget A,Electronics,Warehouse 1,Aisle 2,150.0,19.99,Supplier D,Out of Stock,25-04-2023,2998.4999999999995,0.0
1974,Widget B,Furniture,Warehouse 3,Aisle 5,100.0,49.99,Supplier B,Low Stock,Not Available,4999.0,0.5
1826,Widget C,Electronics,Warehouse 2,Aisle 5,100.0,19.99,Supplier B,In Stock,05-03-2023,1998.9999999999998,1.0
1373,Widget B,Toys,Warehouse 2,Aisle 3,150.0,9.99,Supplier A,Out of Stock,05-03-2023,1498.5,0.0
1671,Widget C,Toys,Warehouse 3,Aisle 3,200.0,19.99,Supplier A,Low Stock,Not Available,3997.9999999999995,0.5
1607,Gadget Y,Clothing,Warehouse 3,Aisle 2,200.0,29.99,Supplier A,Low Stock,15-01-2023,5998.0,0.5
1471,Gadget X,Electronics,Warehouse 1,Aisle 1,150.0,29.99,Supplier C,Low Stock,20-12-2022,4498.5,0.5
1232,Gadget Y,Furniture,Warehouse 1,Aisle 2,150.0,19.99,Supplier C,Out of Stock,15-01-2023,2998.4999999999995,0.0
1691,Gadget Z,Clothing,Warehouse 3,Aisle 2,300.0,29.99,Supplier A,In Stock,Not Available,8997.0,1.0
1112,Widget B,Clothing,Warehouse 2,Aisle 4,150.0,9.99,Supplier B,In Stock,Not Available,1498.5,1.0
1829,Gadget Z,Clothing,Warehouse 1,Aisle 4,150.0,49.99,Supplier A,Out of Stock,20-12-2022,7498.5,0.0
1496,Gadget X,Furniture,Warehouse 1,Aisle 2,50.0,49.99,Supplier C,In Stock,25-04-2023,2499.5,1.0
1441,Widget C,Clothing,Warehouse 2,Aisle 2,200.0,29.99,Supplier B,Out of Stock,25-04-2023,5998.0,0.0
1563,Gadget X,Furniture,Warehouse 1,Aisle 2,150.0,49.99,Supplier C,In Stock,20-12-2022,7498.5,1.0
1267,Widget A,Clothing,Warehouse 2,Aisle 5,50.0,19.99,Supplier B,Low Stock,25-04-2023,999.4999999999999,0.5
1509,Gadget X,Furniture,Warehouse 2,Aisle 4,50.0,29.99,Supplier C,In Stock,05-03-2023,1499.5,1.0
1806,Widget A,Toys,Warehouse 2,Aisle 2,50.0,29.99,Supplier B,Out of Stock,25-04-2023,1499.5,0.0
1385,Gadget X,Toys,Warehouse 3,Aisle 3,300.0,19.99,Supplier B,Out of Stock,25-04-2023,5996.999999999999,0.0
1386,Widget A,Toys,Warehouse 3,Aisle 3,300.0,19.99,Supplier B,Low Stock,25-04-2023,5996.999999999999,0.5
1112,Widget B,Toys,Warehouse 3,Aisle 5,50.0,19.99,Supplier B,Out of Stock,05-03-2023,999.4999999999999,0.0
1612,Gadget Z,Toys,Warehouse 2,Aisle 5,300.0,29.99,Supplier D,In Stock,25-04-2023,8997.0,1.0
1624,Gadget Z,Clothing,Warehouse 2,Aisle 1,150.0,9.99,Supplier C,In Stock,05-03-2023,1498.5,1.0
1951,Gadget Y,Clothing,Warehouse 3,Aisle 1,50.0,49.99,Supplier C,Low Stock,20-12-2022,2499.5,0.5
1080,Gadget Z,Clothing,Warehouse 1,Aisle 1,150.0,29.99,Supplier D,Out of Stock,15-01-2023,4498.5,0.0
1698,Widget C,Furniture,Warehouse 2,Aisle 5,150.0,9.99,Supplier B,Low Stock,20-12-2022,1498.5,0.5
1112,Gadget X,Furniture,Warehouse 1,Aisle 5,50.0,29.99,Supplier B,In Stock,15-01-2023,1499.5,1.0
1001,Gadget Y,Furniture,Warehouse 1,Aisle 5,200.0,49.99,Supplier C,Low Stock,20-12-2022,9998.0,0.5
1641,Widget C,Furniture,Warehouse 2,Aisle 3,50.0,29.99,Supplier D,Out of Stock,15-01-2023,1499.5,0.0
1219,Widget C,Toys,Warehouse 2,Aisle 5,50.0,19.99,Supplier B,Low Stock,15-01-2023,999.4999999999999,0.5
1565,Widget A,Toys,Warehouse 1,Aisle 3,300.0,19.99,Supplier B,Out of Stock,Not Available,5996.999999999999,0.0
1854,Gadget Z,Toys,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Out of Stock,15-01-2023,1499.5,0.0
1996,Widget B,Electronics,Warehouse 3,Aisle 1,200.0,9.99,Supplier A,In Stock,15-01-2023,1998.0,1.0
1735,Widget B,Clothing,Warehouse 3,Aisle 1,300.0,9.99,Supplier D,In Stock,Not Available,2997.0,1.0
1224,Gadget Y,Furniture,Warehouse 2,Aisle 2,100.0,29.99,Supplier B,In Stock,25-04-2023,2999.0,1.0
1384,Widget B,Furniture,Warehouse 3,Aisle 2,100.0,29.99,Supplier A,Out of Stock,25-04-2023,2999.0,0.0
1402,Gadget X,Toys,Warehouse 3,Aisle 4,150.0,9.99,Supplier D,Low Stock,Not Available,1498.5,0.5
1637,Widget B,Furniture,Warehouse 3,Aisle 4,150.0,29.99,Supplier B,Out of Stock,05-03-2023,4498.5,0.0
1129,Gadget Y,Furniture,Warehouse 3,Aisle 4,200.0,49.99,Supplier C,In Stock,15-01-2023,9998.0,1.0
1052,Widget B,Clothing,Warehouse 1,Aisle 2,150.0,19.99,Supplier A,In Stock,15-01-2023,2998.4999999999995,1.0
1683,Gadget X,Toys,Warehouse 2,Aisle 2,100.0,19.99,Supplier A,Low Stock,Not Available,1998.9999999999998,0.5
1729,Widget A,Clothing,Warehouse 3,Aisle 4,150.0,19.99,Supplier B,In Stock,Not Available,2998.4999999999995,1.0
1671,Gadget Y,Electronics,Warehouse 1,Aisle 4,100.0,29.99,Supplier B,In Stock,05-03-2023,2999.0,1.0
1709,Widget A,Electronics,Warehouse 1,Aisle 5,200.0,29.99,Supplier A,In Stock,25-04-2023,5998.0,1.0
1415,Widget A,Electronics,Warehouse 1,Aisle 4,200.0,29.99,Supplier C,Low Stock,20-12-2022,5998.0,0.5
1246,Widget A,Toys,Warehouse 3,Aisle 5,150.0,19.99,Supplier C,Out of Stock,25-04-2023,2998.4999999999995,0.0
1835,Widget C,Furniture,Warehouse 3,Aisle 3,150.0,29.99,Supplier D,In Stock,15-01-2023,4498.5,1.0
1438,Gadget Z,Toys,Warehouse 2,Aisle 2,300.0,19.99,Supplier B,Low Stock,Not Available,5996.999999999999,0.5
1202,Widget C,Toys,Warehouse 3,Aisle 4,200.0,29.99,Supplier C,In Stock,05-03-2023,5998.0,1.0
1183,Gadget Z,Furniture,Warehouse 3,Aisle 2,150.0,29.99,Supplier D,Low Stock,25-04-2023,4498.5,0.5
1122,Widget A,Clothing,Warehouse 1,Aisle 2,100.0,49.99,Supplier C,In Stock,05-03-2023,4999.0,1.0
1400,Gadget Y,Electronics,Warehouse 2,Aisle 2,50.0,29.99,Supplier B,Low Stock,25-04-2023,1499.5,0.5
1766,Gadget Z,Clothing,Warehouse 3,Aisle 3,150.0,29.99,Supplier D,In Stock,15-01-2023,4498.5,1.0
1293,Gadget X,Electronics,Warehouse 3,Aisle 1,50.0,29.99,Supplier D,Out of Stock,20-12-2022,1499.5,0.0
1279,Gadget X,Toys,Warehouse 1,Aisle 4,150.0,19.99,Supplier D,In Stock,05-03-2023,2998.4999999999995,1.0
1836,Widget B,Electronics,Warehouse 1,Aisle 1,150.0,29.99,Supplier C,Low Stock,05-03-2023,4498.5,0.5
1883,Gadget Z,Toys,Warehouse 3,Aisle 1,50.0,9.99,Supplier B,In Stock,20-12-2022,499.5,1.0
1609,Gadget Y,Clothing,Warehouse 2,Aisle 1,150.0,19.99,Supplier D,Out of Stock,05-03-2023,2998.4999999999995,0.0
1197,Widget C,Toys,Warehouse 2,Aisle 2,100.0,9.99,Supplier A,In Stock,05-03-2023,999.0,1.0
1981,Widget A,Clothing,Warehouse 1,Aisle 5,150.0,19.99,Supplier B,Low Stock,25-04-2023,2998.4999999999995,0.5
1906,Widget B,Furniture,Warehouse 1,Aisle 2,300.0,29.99,Supplier A,Low Stock,25-04-2023,8997.0,0.5
1510,Gadget X,Furniture,Warehouse 3,Aisle 2,150.0,29.99,Supplier A,Out of Stock,20-12-2022,4498.5,0.0
1751,Widget C,Furniture,Warehouse 1,Aisle 1,200.0,29.99,Supplier D,Low Stock,15-01-2023,5998.0,0.5
1143,Widget C,Toys,Warehouse 3,Aisle 2,100.0,9.99,Supplier D,In Stock,05-03-2023,999.0,1.0
1608,Widget A,Furniture,Warehouse 2,Aisle 1,50.0,49.99,Supplier C,In Stock,15-01-2023,2499.5,1.0
1200,Gadget Z,Electronics,Warehouse 2,Aisle 5,150.0,19.99,Supplier C,In Stock,20-12-2022,2998.4999999999995,1.0
1123,Gadget X,Clothing,Warehouse 3,Aisle 4,200.0,29.99,Supplier C,Low Stock,20-12-2022,5998.0,0.5
1186,Gadget Y,Clothing,Warehouse 1,Aisle 1,150.0,19.99,Supplier B,In Stock,25-04-2023,2998.4999999999995,1.0
1325,Widget C,Electronics,Warehouse 2,Aisle 5,200.0,9.99,Supplier C,In Stock,05-03-2023,1998.0,1.0
1463,Widget A,Toys,Warehouse 1,Aisle 4,150.0,49.99,Supplier A,In Stock,Not Available,7498.5,1.0
1348,Gadget Y,Toys,Warehouse 2,Aisle 3,150.0,9.99,Supplier C,Out of Stock,20-12-2022,1498.5,0.0
1770,Gadget Z,Clothing,Warehouse 3,Aisle 1,300.0,19.99,Supplier D,Low Stock,05-03-2023,5996.999999999999,0.5
1659,Gadget X,Furniture,Warehouse 3,Aisle 1,300.0,49.99,Supplier C,Low Stock,15-01-2023,14997.0,0.5
1763,Gadget Z,Toys,Warehouse 3,Aisle 3,200.0,49.99,Supplier B,Low Stock,25-04-2023,9998.0,0.5
1954,Widget C,Toys,Warehouse 2,Aisle 3,150.0,9.99,Supplier B,Out of Stock,15-01-2023,1498.5,0.0
1931,Gadget Y,Electronics,Warehouse 1,Aisle 1,200.0,29.99,Supplier A,Low Stock,20-12-2022,5998.0,0.5
1402,Gadget Y,Electronics,Warehouse 1,Aisle 3,150.0,19.99,Supplier B,Out of Stock,20-12-2022,2998.4999999999995,0.0
1345,Gadget Y,Furniture,Warehouse 1,Aisle 2,150.0,29.99,Supplier C,Out of Stock,15-01-2023,4498.5,0.0
1962,Widget C,Toys,Warehouse 2,Aisle 4,50.0,29.99,Supplier D,Low Stock,20-12-2022,1499.5,0.5
1510,Widget C,Toys,Warehouse 2,Aisle 4,300.0,9.99,Supplier B,In Stock,05-03-2023,2997.0,1.0
1146,Gadget Z,Electronics,Warehouse 2,Aisle 4,50.0,19.99,Supplier A,In Stock,20-12-2022,999.4999999999999,1.0
1147,Widget B,Toys,Warehouse 2,Aisle 2,100.0,19.99,Supplier C,Low Stock,25-04-2023,1998.9999999999998,0.5
1863,Gadget Z,Clothing,Warehouse 2,Aisle 3,150.0,9.99,Supplier A,Low Stock,05-03-2023,1498.5,0.5
1710,Gadget X,Electronics,Warehouse 1,Aisle 5,50.0,19.99,Supplier B,Out of Stock,Not Available,999.4999999999999,0.0
1819,Widget A,Furniture,Warehouse 2,Aisle 3,200.0,29.99,Supplier B,Low Stock,20-12-2022,5998.0,0.5
1488,Gadget Y,Electronics,Warehouse 2,Aisle 1,300.0,9.99,Supplier A,Out of Stock,20-12-2022,2997.0,0.0
1928,Widget B,Toys,Warehouse 1,Aisle 4,300.0,29.99,Supplier C,Low Stock,25-04-2023,8997.0,0.5
1935,Widget A,Furniture,Warehouse 2,Aisle 3,150.0,19.99,Supplier B,In Stock,25-04-2023,2998.4999999999995,1.0
1639,Widget B,Electronics,Warehouse 1,Aisle 5,200.0,9.99,Supplier D,In Stock,15-01-2023,1998.0,1.0
1550,Gadget Z,Clothing,Warehouse 1,Aisle 1,150.0,19.99,Supplier B,Low Stock,15-01-2023,2998.4999999999995,0.5
1337,Widget C,Clothing,Warehouse 3,Aisle 2,50.0,9.99,Supplier C,Out of Stock,15-01-2023,499.5,0.0
1871,Gadget Y,Electronics,Warehouse 3,Aisle 2,100.0,19.99,Supplier B,In Stock,25-04-2023,1998.9999999999998,1.0
1640,Gadget Z,Clothing,Warehouse 3,Aisle 5,200.0,29.99,Supplier A,Out of Stock,15-01-2023,5998.0,0.0
1778,Widget A,Clothing,Warehouse 3,Aisle 1,200.0,29.99,Supplier B,Low Stock,15-01-2023,5998.0,0.5
1987,Widget A,Clothing,Warehouse 2,Aisle 4,200.0,19.99,Supplier B,Low Stock,Not Available,3997.9999999999995,0.5
1952,Widget A,Furniture,Warehouse 3,Aisle 3,150.0,9.99,Supplier C,In Stock,15-01-2023,1498.5,1.0
1472,Widget A,Clothing,Warehouse 1,Aisle 1,50.0,29.99,Supplier A,Low Stock,20-12-2022,1499.5,0.5
1945,Widget A,Clothing,Warehouse 2,Aisle 2,200.0,29.99,Supplier C,In Stock,25-04-2023,5998.0,1.0
1150,Widget B,Clothing,Warehouse 3,Aisle 5,200.0,29.99,Supplier B,Out of Stock,05-03-2023,5998.0,0.0
1414,Gadget Z,Furniture,Warehouse 1,Aisle 5,300.0,29.99,Supplier D,In Stock,Not Available,8997.0,1.0
1989,Gadget Y,Electronics,Warehouse 2,Aisle 3,100.0,19.99,Supplier B,In Stock,25-04-2023,1998.9999999999998,1.0
1297,Widget C,Toys,Warehouse 2,Aisle 5,300.0,9.99,Supplier C,Out of Stock,25-04-2023,2997.0,0.0
1610,Widget C,Clothing,Warehouse 3,Aisle 5,300.0,19.99,Supplier D,In Stock,20-12-2022,5996.999999999999,1.0
1262,Gadget Z,Electronics,Warehouse 2,Aisle 1,100.0,49.99,Supplier C,In Stock,15-01-2023,4999.0,1.0
1763,Gadget Z,Clothing,Warehouse 1,Aisle 4,50.0,29.99,Supplier C,Low Stock,20-12-2022,1499.5,0.5
1143,Widget C,Furniture,Warehouse 2,Aisle 3,300.0,49.99,Supplier A,Out of Stock,15-01-2023,14997.0,0.0
1345,Widget C,Electronics,Warehouse 1,Aisle 1,50.0,29.99,Supplier D,In Stock,15-01-2023,1499.5,1.0
1623,Widget B,Furniture,Warehouse 2,Aisle 4,300.0,29.99,Supplier B,Out of Stock,25-04-2023,8997.0,0.0
1571,Gadget X,Clothing,Warehouse 3,Aisle 1,150.0,49.99,Supplier C,Out of Stock,15-01-2023,7498.5,0.0
1880,Gadget Y,Clothing,Warehouse 1,Aisle 1,100.0,49.99,Supplier B,In Stock,Not Available,4999.0,1.0
1001,Widget A,Furniture,Warehouse 2,Aisle 5,300.0,19.99,Supplier A,Low Stock,Not Available,5996.999999999999,0.5
1896,Gadget X,Toys,Warehouse 2,Aisle 4,150.0,49.99,Supplier A,Out of Stock,Not Available,7498.5,0.0
1303,Gadget Z,Furniture,Warehouse 2,Aisle 3,150.0,19.99,Supplier D,In Stock,25-04-2023,2998.4999999999995,1.0
1253,Widget C,Clothing,Warehouse 1,Aisle 3,150.0,19.99,Supplier A,Out of Stock,20-12-2022,2998.4999999999995,0.0
1651,Gadget X,Furniture,Warehouse 1,Aisle 4,200.0,19.99,Supplier A,Low Stock,05-03-2023,3997.9999999999995,0.5
1452,Gadget Y,Toys,Warehouse 1,Aisle 5,300.0,29.99,Supplier B,Low Stock,15-01-2023,8997.0,0.5
1036,Gadget Z,Furniture,Warehouse 3,Aisle 2,150.0,29.99,Supplier A,Low Stock,05-03-2023,4498.5,0.5
1159,Widget A,Toys,Warehouse 3,Aisle 1,50.0,49.99,Supplier A,In Stock,20-12-2022,2499.5,1.0
1008,Widget A,Toys,Warehouse 1,Aisle 5,150.0,29.99,Supplier C,In Stock,20-12-2022,4498.5,1.0
1232,Gadget Y,Furniture,Warehouse 2,Aisle 4,300.0,49.99,Supplier A,Low Stock,25-04-2023,14997.0,0.5
1098,Gadget Y,Furniture,Warehouse 3,Aisle 1,200.0,29.99,Supplier C,In Stock,Not Available,5998.0,1.0
1658,Widget C,Electronics,Warehouse 1,Aisle 3,150.0,9.99,Supplier A,Low Stock,Not Available,1498.5,0.5
1815,Widget A,Clothing,Warehouse 2,Aisle 2,150.0,9.99,Supplier A,In Stock,20-12-2022,1498.5,1.0
1207,Gadget Z,Toys,Warehouse 3,Aisle 3,300.0,49.99,Supplier D,Low Stock,25-04-2023,14997.0,0.5
1130,Gadget X,Electronics,Warehouse 2,Aisle 4,150.0,29.99,Supplier D,Out of Stock,25-04-2023,4498.5,0.0
1403,Gadget Z,Furniture,Warehouse 2,Aisle 1,200.0,29.99,Supplier C,Low Stock,15-01-2023,5998.0,0.5
1151,Widget B,Clothing,Warehouse 2,Aisle 4,150.0,19.99,Supplier A,Low Stock,Not Available,2998.4999999999995,0.5
1053,Widget B,Electronics,Warehouse 2,Aisle 1,150.0,29.99,Supplier B,In Stock,20-12-2022,4498.5,1.0
1119,Gadget Y,Toys,Warehouse 3,Aisle 5,150.0,49.99,Supplier D,In Stock,05-03-2023,7498.5,1.0
1672,Widget C,Electronics,Warehouse 3,Aisle 2,100.0,29.99,Supplier B,In Stock,Not Available,2999.0,1.0
1919,Widget B,Toys,Warehouse 3,Aisle 5,150.0,29.99,Supplier D,In Stock,15-01-2023,4498.5,1.0
1627,Widget A,Furniture,Warehouse 1,Aisle 5,100.0,49.99,Supplier D,In Stock,25-04-2023,4999.0,1.0
1586,Gadget Z,Clothing,Warehouse 3,Aisle 4,150.0,29.99,Supplier A,In Stock,20-12-2022,4498.5,1.0
1624,Gadget Z,Clothing,Warehouse 2,Aisle 2,300.0,49.99,Supplier D,Out of Stock,Not Available,14997.0,0.0
1967,Gadget Y,Clothing,Warehouse 3,Aisle 1,300.0,29.99,Supplier B,Low Stock,05-03-2023,8997.0,0.5
1419,Gadget X,Furniture,Warehouse 2,Aisle 1,150.0,29.99,Supplier D,Low Stock,15-01-2023,4498.5,0.5
1421,Gadget Y,Toys,Warehouse 1,Aisle 3,150.0,9.99,Supplier C,Low Stock,15-01-2023,1498.5,0.5
1103,Gadget X,Furniture,Warehouse 2,Aisle 1,50.0,49.99,Supplier A,Out of Stock,Not Available,2499.5,0.0
1851,Gadget Y,Clothing,Warehouse 2,Aisle 4,150.0,49.99,Supplier A,Low Stock,05-03-2023,7498.5,0.5
1253,Gadget Y,Furniture,Warehouse 2,Aisle 5,150.0,29.99,Supplier C,Out of Stock,15-01-2023,4498.5,0.0
1226,Gadget Y,Furniture,Warehouse 1,Aisle 5,300.0,9.99,Supplier C,Out of Stock,20-12-2022,2997.0,0.0
1111,Gadget X,Furniture,Warehouse 3,Aisle 5,200.0,9.99,Supplier C,Out of Stock,15-01-2023,1998.0,0.0
1509,Gadget X,Toys,Warehouse 3,Aisle 2,300.0,29.99,Supplier D,Low Stock,05-03-2023,8997.0,0.5
1472,Gadget Y,Electronics,Warehouse 1,Aisle 1,100.0,19.99,Supplier A,Out of Stock,25-04-2023,1998.9999999999998,0.0
1098,Widget B,Electronics,Warehouse 2,Aisle 4,300.0,49.99,Supplier C,Low Stock,25-04-2023,14997.0,0.5
1152,Widget C,Furniture,Warehouse 3,Aisle 2,50.0,49.99,Supplier D,Low Stock,Not Available,2499.5,0.5
1860,Widget C,Electronics,Warehouse 1,Aisle 3,150.0,29.99,Supplier C,In Stock,05-03-2023,4498.5,1.0
1913,Widget C,Electronics,Warehouse 3,Aisle 4,150.0,29.99,Supplier B,In Stock,15-01-2023,4498.5,1.0
1895,Gadget X,Furniture,Warehouse 1,Aisle 4,300.0,29.99,Supplier B,Out of Stock,15-01-2023,8997.0,0.0
1877,Gadget X,Furniture,Warehouse 2,Aisle 4,200.0,29.99,Supplier A,Out of Stock,25-04-2023,5998.0,0.0
1337,Widget B,Clothing,Warehouse 3,Aisle 5,200.0,9.99,Supplier D,Low Stock,25-04-2023,1998.0,0.5
1705,Widget C,Electronics,Warehouse 1,Aisle 4,50.0,49.99,Supplier B,Out of Stock,20-12-2022,2499.5,0.0
1821,Widget C,Toys,Warehouse 3,Aisle 1,100.0,29.99,Supplier B,Out of Stock,25-04-2023,2999.0,0.0
1162,Gadget Y,Furniture,Warehouse 3,Aisle 4,300.0,9.99,Supplier D,Low Stock,20-12-2022,2997.0,0.5
1719,Gadget X,Clothing,Warehouse 3,Aisle 5,150.0,29.99,Supplier C,Out of Stock,15-01-2023,4498.5,0.0
1956,Widget C,Toys,Warehouse 3,Aisle 4,300.0,29.99,Supplier D,Out of Stock,20-12-2022,8997.0,0.0
1680,Gadget Z,Electronics,Warehouse 1,Aisle 3,50.0,49.99,Supplier C,Low Stock,20-12-2022,2499.5,0.5
1995,Widget B,Clothing,Warehouse 2,Aisle 3,150.0,29.99,Supplier B,Low Stock,Not Available,4498.5,0.5
1160,Gadget Z,Furniture,Warehouse 1,Aisle 5,150.0,29.99,Supplier B,In Stock,25-04-2023,4498.5,1.0
1579,Gadget Z,Toys,Warehouse 1,Aisle 1,50.0,29.99,Supplier B,Low Stock,20-12-2022,1499.5,0.5
1800,Widget B,Furniture,Warehouse 1,Aisle 1,150.0,49.99,Supplier A,In Stock,15-01-2023,7498.5,1.0
1397,Gadget Z,Electronics,Warehouse 2,Aisle 2,50.0,9.99,Supplier A,Out of Stock,05-03-2023,499.5,0.0
1276,Widget C,Toys,Warehouse 3,Aisle 5,150.0,49.99,Supplier A,Low Stock,20-12-2022,7498.5,0.5
1815,Gadget X,Electronics,Warehouse 3,Aisle 4,200.0,9.99,Supplier D,Low Stock,25-04-2023,1998.0,0.5
1915,Widget B,Electronics,Warehouse 3,Aisle 5,50.0,19.99,Supplier B,Low Stock,Not Available,999.4999999999999,0.5
1503,Gadget Y,Clothing,Warehouse 2,Aisle 2,150.0,49.99,Supplier B,Out of Stock,15-01-2023,7498.5,0.0
1895,Gadget Z,Furniture,Warehouse 3,Aisle 5,50.0,49.99,Supplier D,In Stock,Not Available,2499.5,1.0
1391,Widget B,Toys,Warehouse 2,Aisle 5,50.0,29.99,Supplier A,Out of Stock,05-03-2023,1499.5,0.0
1134,Widget A,Electronics,Warehouse 3,Aisle 2,150.0,29.99,Supplier D,Out of Stock,20-12-2022,4498.5,0.0
1194,Widget A,Electronics,Warehouse 3,Aisle 1,150.0,9.99,Supplier A,Low Stock,20-12-2022,1498.5,0.5
